Sample_Name,Sample_Plate,Sample_Group,Pool_ID,Project,Sample_Well,Array,Slide,Batchname,Basename,filenames,Cancer,Purity_Impute_Absolute,Amp1,Amp2,Gain,HetLoss,HomDel,diploid
TCGA-78-7147-01A-11D-2037-05,NA,Tumor,NA,NA,NA,R02C02,6929742041,6929742041,./6929742041_R02C02,./6929742041_R02C02,LUAD,0.613002,DCUN1D1;EGFR;EIF5A2;MYC;SKP2;TRIB1,,ADAR;AKT3;AR;ARPC1A;AURKA;BAG4;BIRC2;C11orf30;C8orf4;CCND1;CCND2;CCNE1;CD274;CDC6;CDK4;CDK6;CHD1L;CKS1B;DNMT3B;DYRK2;E2F3;EEF1A2;EIF2A;EIF2S1;ERBB2;ETV1;FADD;FGFR1;GATA6;GRB7;HRAS;JUN;KIT;KRAS;LSM1;MAP3K5;MDM2;MDM4;MED29;MET;MITF;MTDH;MYB;MYCL1;MYCN;NCOA3;NRAS;PAFAH1B1;PAK1;PAX9;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PKN1;PLA2G10;PPM1D;PTK6;RAB23;REL;RPS6KB1;RUVBL1;SETDB1;SHC1;SLTM;SMURF1;SOX2;SOX4;STARD3;TFDP1;TRIT1;WHSC1L1;YAP1;YEATS4;YWHAB;YWHAQ;YWHAZ;ZNF217,BRCA2;RB1,,CDKN2A;CDKN2B;FANCD2;FAT1;PTEN;TET1;VHL
TCGA-78-7150-01A-21D-2037-05,NA,Tumor,NA,NA,NA,R01C02,6929742045,6929742045,./6929742045_R01C02,./6929742045_R01C02,LUAD,0.506930833333333,CCND2;CCNE1;EGFR;ETV1;GATA6;KIT;MED29,PAK1,ADAR;AKT3;AR;ARPC1A;AURKA;BAG4;BIRC2;C11orf30;C8orf4;CCND1;CD274;CDC6;CDK4;CDK6;CHD1L;CKS1B;DCUN1D1;DNMT3B;DYRK2;E2F3;EEF1A2;EIF2A;EIF2S1;EIF5A2;ERBB2;FADD;FGFR1;GRB7;HRAS;JUN;KRAS;LSM1;MAP3K5;MDM2;MDM4;MET;MITF;MTDH;MYB;MYC;MYCL1;MYCN;NCOA3;NRAS;PAFAH1B1;PAX9;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PKN1;PLA2G10;PPM1D;PTK6;RAB23;REL;RPS6KB1;RUVBL1;SETDB1;SHC1;SKP2;SLTM;SMURF1;SOX2;SOX4;STARD3;TFDP1;TRIB1;TRIT1;WHSC1L1;YAP1;YEATS4;YWHAB;YWHAQ;YWHAZ;ZNF217,,CDKN2A;CDKN2B,FANCD2;FAT1;VHL
TCGA-78-7154-01A-11D-2037-05,NA,Tumor,NA,NA,NA,R03C01,6929742041,6929742041,./6929742041_R03C01,./6929742041_R03C01,LUAD,0.599435333333333,AURKA;BIRC2;C11orf30;CCND1;CCND2;DNMT3B;EEF1A2;EGFR;ETV1;FADD;NA;KRAS;MTDH;MYC;NCOA3;PAK1;PKN1;PTK6;REL;SKP2;SLTM;TRIB1;YAP1;YWHAB;YWHAZ;ZNF217,ARPC1A;CDC6;CDK6;ERBB2;GRB7;NA;MET;SMURF1;STARD3,ADAR;AKT3;AR;BAG4;C8orf4;CCNE1;CD274;CDK4;CHD1L;CKS1B;DCUN1D1;DYRK2;E2F3;EIF2A;EIF2S1;EIF5A2;FGFR1;GATA6;HRAS;JUN;NA;LSM1;MAP3K5;MDM2;MDM4;MED29;MITF;MYB;MYCL1;MYCN;NRAS;PAFAH1B1;PAX9;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PLA2G10;PPM1D;RAB23;RPS6KB1;RUVBL1;SETDB1;SHC1;SOX2;SOX4;TFDP1;TRIT1;WHSC1L1;YEATS4;YWHAQ,,,BRCA2;RB1
TCGA-78-7155-01A-11D-2037-05,NA,Tumor,NA,NA,NA,R06C01,6929742045,6929742045,./6929742045_R06C01,./6929742045_R06C01,LUAD,0.673151833333334,E2F3;EEF1A2;EGFR;PAX9;PIK3CD;PTK6;RAB23;SKP2;YWHAZ,,ADAR;AKT3;AR;ARPC1A;AURKA;BAG4;BIRC2;C11orf30;C8orf4;CCND1;CCND2;CCNE1;CD274;CDC6;CDK4;CDK6;CHD1L;CKS1B;DCUN1D1;DNMT3B;DYRK2;EIF2A;EIF2S1;EIF5A2;ERBB2;ETV1;FADD;FGFR1;GATA6;GRB7;HRAS;JUN;KIT;KRAS;LSM1;MAP3K5;MDM2;MDM4;MED29;MET;MITF;MTDH;MYB;MYC;MYCL1;MYCN;NCOA3;NRAS;PAFAH1B1;PAK1;PIK3CA;PIK3CB;PIK3CG;PKN1;PLA2G10;PPM1D;REL;RPS6KB1;RUVBL1;SETDB1;SHC1;SLTM;SMURF1;SOX2;SOX4;STARD3;TFDP1;TRIB1;TRIT1;WHSC1L1;YAP1;YEATS4;YWHAB;YWHAQ;ZNF217,BRCA2;FAT1;RB1,,CDKN2A;CDKN2B;PTEN;TET1
TCGA-78-7163-01A-12D-2064-05,NA,Tumor,NA,NA,NA,R03C01,6929671032,6929671032,./6929671032_R03C01,./6929671032_R03C01,LUAD,0.549505333333333,,,ADAR;AKT3;AR;ARPC1A;AURKA;BAG4;BIRC2;C11orf30;C8orf4;CCND1;CCND2;CCNE1;CD274;CDC6;CDK4;CDK6;CHD1L;CKS1B;DCUN1D1;DNMT3B;DYRK2;E2F3;EEF1A2;EGFR;EIF2A;EIF2S1;EIF5A2;ERBB2;ETV1;FADD;FGFR1;GATA6;GRB7;HRAS;JUN;KIT;KRAS;LSM1;MAP3K5;MDM2;MDM4;MED29;MET;MITF;MTDH;MYB;MYC;MYCL1;MYCN;NCOA3;NRAS;PAFAH1B1;PAK1;PAX9;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PKN1;PLA2G10;PPM1D;PTK6;RAB23;REL;RPS6KB1;RUVBL1;SETDB1;SHC1;SKP2;SLTM;SMURF1;SOX2;SOX4;STARD3;TFDP1;TRIB1;TRIT1;WHSC1L1;YAP1;YEATS4;YWHAB;YWHAQ;YWHAZ;ZNF217,,,BRCA2;CDKN2C;FANCD2;FAT1;PTEN;RB1;TET1;VHL
TCGA-78-7166-01A-12D-2064-05,NA,Tumor,NA,NA,NA,R06C01,6929671032,6929671032,./6929671032_R06C01,./6929671032_R06C01,LUAD,0.508446666666666,,,ADAR;AKT3;AR;ARPC1A;AURKA;BAG4;BIRC2;C11orf30;C8orf4;CCND1;CCND2;CCNE1;CD274;CDC6;CDK4;CDK6;CHD1L;CKS1B;DCUN1D1;DNMT3B;DYRK2;E2F3;EEF1A2;EGFR;EIF2A;EIF2S1;EIF5A2;ERBB2;ETV1;FADD;FGFR1;GATA6;GRB7;HRAS;JUN;KIT;KRAS;LSM1;MAP3K5;MDM2;MDM4;MED29;MET;MITF;MTDH;MYB;MYC;MYCL1;MYCN;NCOA3;NRAS;PAFAH1B1;PAK1;PAX9;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PKN1;PLA2G10;PPM1D;PTK6;RAB23;REL;RPS6KB1;RUVBL1;SETDB1;SHC1;SKP2;SLTM;SMURF1;SOX2;SOX4;STARD3;TFDP1;TRIB1;TRIT1;WHSC1L1;YAP1;YEATS4;YWHAB;YWHAQ;YWHAZ;ZNF217,,CDKN2A;CDKN2B,BIRC2;BIRC3;BRCA2;CDKN2C;FANCD2;FAT1;PTEN;RB1;TET1;VHL
TCGA-78-7535-01A-11D-2064-05,NA,Tumor,NA,NA,NA,R02C01,6929671031,6929671031,./6929671031_R02C01,./6929671031_R02C01,LUAD,0.563986166666667,EGFR;ETV1;NA,NA,ADAR;AKT3;AR;ARPC1A;AURKA;BAG4;BIRC2;C11orf30;C8orf4;CCND1;CCND2;CCNE1;CD274;CDC6;CDK4;CDK6;CHD1L;CKS1B;DCUN1D1;DNMT3B;DYRK2;E2F3;EEF1A2;EIF2A;EIF2S1;EIF5A2;ERBB2;FADD;FGFR1;GATA6;GRB7;HRAS;JUN;KIT;KRAS;LSM1;MAP3K5;MDM2;MDM4;MED29;MET;MITF;MTDH;MYB;MYC;MYCL1;MYCN;NCOA3;NRAS;PAFAH1B1;PAK1;PAX9;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PKN1;PLA2G10;PPM1D;PTK6;RAB23;REL;RPS6KB1;RUVBL1;SETDB1;SHC1;SKP2;SLTM;SMURF1;SOX2;SOX4;STARD3;TFDP1;TRIB1;TRIT1;WHSC1L1;YAP1;YEATS4;YWHAB;YWHAQ;YWHAZ;NA,,,FANCD2;FAT1;PTEN;TET1;VHL
TCGA-78-7536-01A-11D-2064-05,NA,Tumor,NA,NA,NA,R02C02,6929671031,6929671031,./6929671031_R02C02,./6929671031_R02C02,LUAD,0.670892833333333,AURKA;C8orf4;DNMT3B;EEF1A2;EIF2A;MTDH;MYC;NCOA3;PAX9;PIK3CB;PTK6;SKP2;TRIB1;YWHAB;YWHAZ;ZNF217,,ADAR;AKT3;AR;ARPC1A;BAG4;BIRC2;C11orf30;CCND1;CCND2;CCNE1;CD274;CDC6;CDK4;CDK6;CHD1L;CKS1B;DCUN1D1;DYRK2;E2F3;EGFR;EIF2S1;EIF5A2;ERBB2;ETV1;FADD;FGFR1;GATA6;GRB7;HRAS;JUN;KIT;KRAS;LSM1;MAP3K5;MDM2;MDM4;MED29;MET;MITF;MYB;MYCL1;MYCN;NRAS;PAFAH1B1;PAK1;PIK3CA;PIK3CD;PIK3CG;PKN1;PLA2G10;PPM1D;RAB23;REL;RPS6KB1;RUVBL1;SETDB1;SHC1;SLTM;SMURF1;SOX2;SOX4;STARD3;TFDP1;TRIT1;WHSC1L1;YAP1;YEATS4;YWHAQ,FAT1;RB1,,CDKN2C;FANCD2;VHL
TCGA-78-7542-01A-21D-2064-05,NA,Tumor,NA,NA,NA,R04C02,6929671031,6929671031,./6929671031_R04C02,./6929671031_R04C02,LUAD,0.497524333333333,AURKA;BAG4;C8orf4;CDC6;DNMT3B;E2F3;EEF1A2;EGFR;ETV1;FGFR1;GATA6;HRAS;JUN;LSM1;MDM4;MTDH;MYC;MYCL1;NCOA3;NRAS;PAFAH1B1;PIK3CD;PKN1;PPM1D;PTK6;RAB23;RPS6KB1;RUVBL1;SOX4;TRIB1;TRIT1;WHSC1L1;YWHAB;YWHAZ;ZNF217,CCND1;FADD;KIT;MET,ADAR;AKT3;AR;ARPC1A;BIRC2;C11orf30;CCND2;CCNE1;CD274;CDK4;CDK6;CHD1L;CKS1B;DCUN1D1;DYRK2;EIF2A;EIF2S1;EIF5A2;ERBB2;GRB7;KRAS;MAP3K5;MDM2;MED29;MITF;MYB;MYCN;PAK1;PAX9;PIK3CA;PIK3CB;PIK3CG;PLA2G10;REL;SETDB1;SHC1;SKP2;SLTM;SMURF1;SOX2;STARD3;TFDP1;YAP1;YEATS4;YWHAQ,,,
TCGA-78-8640-01A-11D-2398-05,NA,Tumor,NA,NA,NA,R02C01,8784241076,8784241076,./8784241076_R02C01,./8784241076_R02C01,LUAD,0.406339666666667,ADAR;AKT3;ARPC1A;AURKA;BIRC2;CCND2;CCNE1;CDC6;CDK4;CDK6;CHD1L;CKS1B;DCUN1D1;DNMT3B;DYRK2;E2F3;EEF1A2;EGFR;EIF2S1;EIF5A2;ERBB2;ETV1;GATA6;GRB7;JUN;KRAS;MDM2;MED29;MET;MITF;MYB;MYCL1;MYCN;NCOA3;NRAS;PIK3CA;PIK3CD;PIK3CG;PKN1;PLA2G10;PPM1D;PTK6;RAB23;REL;RPS6KB1;RUVBL1;SETDB1;SHC1;SLTM;SMURF1;SOX2;SOX4;STARD3;TRIT1;YAP1;YEATS4;YWHAB;YWHAQ;ZNF217,MYC;PAX9;SKP2;TRIB1,AR;BAG4;C11orf30;C8orf4;CCND1;CD274;EIF2A;FADD;FGFR1;HRAS;KIT;LSM1;MAP3K5;MDM4;MTDH;PAFAH1B1;PAK1;PIK3CB;TFDP1;WHSC1L1;YWHAZ,,,
TCGA-78-8648-01A-11D-2398-05,NA,Tumor,NA,NA,NA,R02C02,8784241076,8784241076,./8784241076_R02C02,./8784241076_R02C02,LUAD,0.259345166666666,,,ADAR;AKT3;AR;ARPC1A;AURKA;BAG4;BIRC2;C11orf30;C8orf4;CCND1;CCND2;CCNE1;CD274;CDC6;CDK4;CDK6;CHD1L;CKS1B;DCUN1D1;DNMT3B;DYRK2;E2F3;EEF1A2;EGFR;EIF2A;EIF2S1;EIF5A2;ERBB2;ETV1;FADD;FGFR1;GATA6;GRB7;HRAS;JUN;KIT;KRAS;LSM1;MAP3K5;MDM2;MDM4;MED29;MET;MITF;MTDH;MYB;MYC;MYCL1;MYCN;NCOA3;NRAS;PAFAH1B1;PAK1;PAX9;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PKN1;PLA2G10;PPM1D;PTK6;RAB23;REL;RPS6KB1;RUVBL1;SETDB1;SHC1;SKP2;SLTM;SMURF1;SOX2;SOX4;STARD3;TFDP1;TRIB1;TRIT1;WHSC1L1;YAP1;YEATS4;YWHAB;YWHAQ;YWHAZ;ZNF217,,,BIRC2;BIRC3;BRCA2;CDKN2A;CDKN2B;CDKN2C;FANCD2;FAT1;PTEN;RB1;TET1;VHL
TCGA-78-8660-01A-11D-2398-05,NA,Tumor,NA,NA,NA,R01C02,8784241064,8784241064,./8784241064_R01C02,./8784241064_R01C02,LUAD,0.359095666666666,AURKA;BIRC2;CCND1;CDC6;DNMT3B;EEF1A2;ERBB2;FADD;GRB7;NCOA3;PAFAH1B1;PAK1;PPM1D;PTK6;RPS6KB1;STARD3;YAP1;YWHAB,PAX9,ADAR;AKT3;AR;ARPC1A;BAG4;C11orf30;C8orf4;CCND2;CCNE1;CD274;CDK4;CDK6;CHD1L;CKS1B;DCUN1D1;DYRK2;E2F3;EGFR;EIF2A;EIF2S1;EIF5A2;ETV1;FGFR1;GATA6;HRAS;JUN;KIT;KRAS;LSM1;MAP3K5;MDM2;MDM4;MED29;MET;MITF;MTDH;MYB;MYC;MYCL1;MYCN;NRAS;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PKN1;PLA2G10;RAB23;REL;RUVBL1;SETDB1;SHC1;SKP2;SLTM;SMURF1;SOX2;SOX4;TFDP1;TRIB1;TRIT1;WHSC1L1;YEATS4;YWHAQ;YWHAZ;ZNF217,,,
TCGA-HR-A5NC-01A-11D-A27L-05,NA,Tumor,NA,NA,NA,R03C01,9283265127,9283265127,./9283265127_R03C01,./9283265127_R03C01,SKCM,0.581305999999999,,,ADAR;AKT3;AR;ARPC1A;AURKA;BAG4;BIRC2;C11orf30;C8orf4;CCND1;CCND2;CCNE1;CD274;CDC6;CDK4;CDK6;CHD1L;CKS1B;DCUN1D1;DNMT3B;DYRK2;E2F3;EEF1A2;EGFR;EIF2A;EIF2S1;EIF5A2;ERBB2;ETV1;FADD;FGFR1;GATA6;GRB7;HRAS;JUN;KIT;KRAS;LSM1;MAP3K5;MDM2;MDM4;MED29;MET;MITF;MTDH;MYB;MYC;MYCL1;MYCN;NCOA3;NRAS;PAFAH1B1;PAK1;PAX9;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PKN1;PLA2G10;PPM1D;PTK6;RAB23;REL;RPS6KB1;RUVBL1;SETDB1;SHC1;SKP2;SLTM;SMURF1;SOX2;SOX4;STARD3;TFDP1;TRIB1;TRIT1;WHSC1L1;YAP1;YEATS4;YWHAB;YWHAQ;YWHAZ;ZNF217,CDKN2C;FANCD2;TET1;VHL,CDKN2A;CDKN2B;PTEN,BIRC2;BIRC3;BRCA2;FAT1;RB1
TCGA-IH-A3EA-01A-11D-A211-05,NA,Tumor,NA,NA,NA,R04C01,6285633011,6285633011,./6285633011_R04C01,./6285633011_R04C01,SKCM,0.548207,,,ADAR;AKT3;AR;ARPC1A;AURKA;BAG4;BIRC2;C11orf30;C8orf4;CCND1;CCND2;CCNE1;CD274;CDC6;CDK4;CDK6;CHD1L;CKS1B;DCUN1D1;DNMT3B;DYRK2;E2F3;EEF1A2;EGFR;EIF2A;EIF2S1;EIF5A2;ERBB2;ETV1;FADD;FGFR1;GATA6;GRB7;HRAS;JUN;KIT;KRAS;LSM1;MAP3K5;MDM2;MDM4;MED29;MET;MITF;MTDH;MYB;MYC;MYCL1;MYCN;NCOA3;NRAS;PAFAH1B1;PAK1;PAX9;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PKN1;PLA2G10;PPM1D;PTK6;RAB23;REL;RPS6KB1;RUVBL1;SETDB1;SHC1;SKP2;SLTM;SMURF1;SOX2;SOX4;STARD3;TFDP1;TRIB1;TRIT1;WHSC1L1;YAP1;YEATS4;YWHAB;YWHAQ;YWHAZ;ZNF217,,,BIRC2;BIRC3;BRCA2;CDKN2A;CDKN2B;CDKN2C;FANCD2;FAT1;PTEN;RB1;TET1;VHL
